station_id,timestamp,wind_vv_m_s,wind_vmax_m_s,wind_dv_g,wind_dmax_g
1221D,2025-05-13 12:00:00+00:00,2.5,6.5,114.0,109.0
1223P,2025-05-13 12:00:00+00:00,2.3,5.6,358.0,
1226X,2025-05-13 12:00:00+00:00,2.0,5.5,329.0,317.0
1234P,2025-05-13 12:00:00+00:00,2.0,5.1,4.0,20.0
1249X,2025-05-13 12:00:00+00:00,2.8,5.8,20.0,355.0
1272B,2025-05-13 12:00:00+00:00,0.8,5.9,87.0,325.0
1276F,2025-05-13 12:00:00+00:00,1.7,6.0,9.0,42.0
1283U,2025-05-13 12:00:00+00:00,1.8,3.0,55.0,134.0
1297E,2025-05-13 12:00:00+00:00,1.3,4.7,149.0,210.0
1302F,2025-05-13 12:00:00+00:00,1.1,2.8,318.0,325.0
1309C,2025-05-13 12:00:00+00:00,1.4,3.6,114.0,217.0
1327A,2025-05-13 12:00:00+00:00,1.2,4.6,300.0,320.0
1331A,2025-05-13 12:00:00+00:00,1.0,4.0,11.0,21.0
1341B,2025-05-13 12:00:00+00:00,2.5,4.9,3.0,12.0
1342X,2025-05-13 12:00:00+00:00,2.5,3.9,295.0,280.0
1351,2025-05-13 12:00:00+00:00,9.8,10.9,258.0,254.0
1354C,2025-05-13 12:00:00+00:00,4.9,7.5,220.0,239.0
1387,2025-05-13 12:00:00+00:00,3.9,5.9,285.0,278.0
1387D,2025-05-13 12:00:00+00:00,3.1,6.1,286.0,280.0
1387E,2025-05-13 12:00:00+00:00,4.2,6.7,310.0,320.0
1393,2025-05-13 12:00:00+00:00,4.3,5.5,264.0,272.0
1400,2025-05-13 12:00:00+00:00,3.3,5.3,301.0,293.0
1428,2025-05-13 12:00:00+00:00,2.2,3.6,200.0,220.0
1435C,2025-05-13 12:00:00+00:00,1.8,3.5,231.0,210.0
1437P,2025-05-13 12:00:00+00:00,4.5,,316.0,
1466A,2025-05-13 12:00:00+00:00,0.6,3.1,346.0,310.0
1473A,2025-05-13 12:00:00+00:00,0.3,1.5,214.0,220.0
1475X,2025-05-13 12:00:00+00:00,0.6,2.8,226.0,224.0
1477V,2025-05-13 12:00:00+00:00,1.3,3.2,268.0,292.0
1484C,2025-05-13 12:00:00+00:00,1.0,3.7,53.0,338.0
1486E,2025-05-13 12:00:00+00:00,0.2,1.8,80.0,310.0
1489A,2025-05-13 12:00:00+00:00,2.1,6.6,286.0,252.0
1495,2025-05-13 12:00:00+00:00,1.3,6.7,220.0,240.0
1496X,2025-05-13 12:00:00+00:00,0.6,2.7,317.0,37.0
1505,2025-05-13 12:00:00+00:00,1.5,4.7,302.0,248.0
1518A,2025-05-13 12:00:00+00:00,0.9,3.1,239.0,250.0
1521X,2025-05-13 12:00:00+00:00,1.2,4.3,273.0,222.0
1535I,2025-05-13 12:00:00+00:00,0.1,,229.0,
1541B,2025-05-13 12:00:00+00:00,4.5,7.9,181.0,177.0
1542,2025-05-13 12:00:00+00:00,2.8,6.3,141.0,149.0
1549,2025-05-13 12:00:00+00:00,1.7,4.2,317.0,313.0
1631E,2025-05-13 12:00:00+00:00,2.5,4.6,99.0,111.0
1639X,2025-05-13 12:00:00+00:00,3.3,8.3,222.0,212.0
1679A,2025-05-13 12:00:00+00:00,0.7,2.9,28.0,45.0
1690A,2025-05-13 12:00:00+00:00,0.8,6.4,51.0,243.0
1700X,2025-05-13 12:00:00+00:00,0.4,1.6,229.0,287.0
1701X,2025-05-13 12:00:00+00:00,1.5,3.1,84.0,70.0
1735X,2025-05-13 12:00:00+00:00,2.8,5.9,144.0,149.0
1740,2025-05-13 12:00:00+00:00,2.7,5.9,37.0,40.0
2017Y,2025-05-13 12:00:00+00:00,3.8,6.5,193.0,197.0
2030,2025-05-13 12:00:00+00:00,2.7,6.7,193.0,180.0
2044B,2025-05-13 12:00:00+00:00,1.7,5.1,180.0,235.0
2048A,2025-05-13 12:00:00+00:00,1.2,3.2,298.0,320.0
2059B,2025-05-13 12:00:00+00:00,2.3,6.7,328.0,295.0
2092,2025-05-13 12:00:00+00:00,1.1,5.2,139.0,122.0
2096B,2025-05-13 12:00:00+00:00,2.3,4.0,274.0,275.0
2106B,2025-05-13 12:00:00+00:00,2.0,4.4,219.0,240.0
2117D,2025-05-13 12:00:00+00:00,1.1,5.4,249.0,220.0
2135A,2025-05-13 12:00:00+00:00,4.3,7.1,268.0,265.0
2140A,2025-05-13 12:00:00+00:00,3.2,6.1,228.0,222.0
2150H,2025-05-13 12:00:00+00:00,1.1,4.8,31.0,13.0
2172Y,2025-05-13 12:00:00+00:00,1.8,6.9,224.0,242.0
2182C,2025-05-13 12:00:00+00:00,1.0,2.9,76.0,197.0
2192C,2025-05-13 12:00:00+00:00,2.3,4.7,135.0,35.0
2235U,2025-05-13 12:00:00+00:00,3.9,10.1,211.0,194.0
2243A,2025-05-13 12:00:00+00:00,4.0,7.3,217.0,267.0
2276B,2025-05-13 12:00:00+00:00,4.2,6.6,235.0,227.0
2285B,2025-05-13 12:00:00+00:00,5.7,9.3,234.0,240.0
2290Y,2025-05-13 12:00:00+00:00,3.2,8.0,279.0,272.0
2296A,2025-05-13 12:00:00+00:00,3.9,6.9,224.0,245.0
2298,2025-05-13 12:00:00+00:00,2.9,8.2,245.0,277.0
2302N,2025-05-13 12:00:00+00:00,2.3,6.8,284.0,247.0
2331,2025-05-13 12:00:00+00:00,6.6,9.2,239.0,235.0
2362C,2025-05-13 12:00:00+00:00,5.2,8.3,281.0,267.0
2374X,2025-05-13 12:00:00+00:00,1.8,5.9,243.0,233.0
2400E,2025-05-13 12:00:00+00:00,2.8,6.6,254.0,253.0
2422,2025-05-13 12:00:00+00:00,1.7,4.7,170.0,200.0
2430Y,2025-05-13 12:00:00+00:00,1.8,3.5,79.0,75.0
2444,2025-05-13 12:00:00+00:00,2.0,4.2,180.0,225.0
2453E,2025-05-13 12:00:00+00:00,1.0,,,
2456B,2025-05-13 12:00:00+00:00,1.3,3.8,244.0,247.0
2462,2025-05-13 12:00:00+00:00,2.4,5.7,161.0,167.0
2465,2025-05-13 12:00:00+00:00,1.5,4.3,170.0,248.0
2482B,2025-05-13 12:00:00+00:00,2.1,5.1,258.0,127.0
2491C,2025-05-13 12:00:00+00:00,4.3,7.8,268.0,262.0
2503B,2025-05-13 12:00:00+00:00,1.0,3.6,90.0,132.0
2507Y,2025-05-13 12:00:00+00:00,1.0,4.0,235.0,207.0
2512Y,2025-05-13 12:00:00+00:00,2.0,4.6,327.0,302.0
2517A,2025-05-13 12:00:00+00:00,1.5,4.2,327.0,142.0
2536D,2025-05-13 12:00:00+00:00,1.5,3.8,174.0,210.0
2555B,2025-05-13 12:00:00+00:00,2.9,6.0,231.0,235.0
2565,2025-05-13 12:00:00+00:00,2.4,5.4,179.0,182.0
2568D,2025-05-13 12:00:00+00:00,3.6,7.1,293.0,277.0
2593D,2025-05-13 12:00:00+00:00,3.8,7.0,229.0,247.0
2604B,2025-05-13 12:00:00+00:00,2.8,6.0,262.0,260.0
2611D,2025-05-13 12:00:00+00:00,3.0,6.2,177.0,270.0
2614,2025-05-13 12:00:00+00:00,1.5,3.9,204.0,220.0
2624C,2025-05-13 12:00:00+00:00,2.7,5.7,198.0,192.0
2626Y,2025-05-13 12:00:00+00:00,3.0,6.8,225.0,260.0
2630X,2025-05-13 12:00:00+00:00,2.9,6.2,163.0,139.0
2661,2025-05-13 12:00:00+00:00,3.7,6.7,170.0,200.0
2664B,2025-05-13 12:00:00+00:00,3.5,5.7,235.0,240.0
2701D,2025-05-13 12:00:00+00:00,3.1,5.7,159.0,167.0
2728B,2025-05-13 12:00:00+00:00,3.4,6.8,280.0,260.0
2734D,2025-05-13 12:00:00+00:00,2.4,6.1,165.0,167.0
2737E,2025-05-13 12:00:00+00:00,1.3,7.8,355.0,270.0
2742R,2025-05-13 12:00:00+00:00,3.2,5.7,128.0,137.0
2755X,2025-05-13 12:00:00+00:00,2.7,5.7,202.0,189.0
2766E,2025-05-13 12:00:00+00:00,2.1,5.9,165.0,177.0
2775X,2025-05-13 12:00:00+00:00,2.6,5.6,238.0,226.0
2777K,2025-05-13 12:00:00+00:00,3.9,6.5,212.0,215.0
2789H,2025-05-13 12:00:00+00:00,2.6,5.6,169.0,180.0
2804F,2025-05-13 12:00:00+00:00,2.6,5.9,257.0,215.0
2828Y,2025-05-13 12:00:00+00:00,3.2,5.9,351.0,327.0
2847X,2025-05-13 12:00:00+00:00,1.1,4.3,84.0,282.0
2863C,2025-05-13 12:00:00+00:00,1.7,4.0,346.0,302.0
2867,2025-05-13 12:00:00+00:00,1.6,3.6,280.0,200.0
2870,2025-05-13 12:00:00+00:00,0.5,4.4,219.0,197.0
2873X,2025-05-13 12:00:00+00:00,1.6,4.2,170.0,207.0
2882D,2025-05-13 12:00:00+00:00,2.1,,267.0,
2885K,2025-05-13 12:00:00+00:00,2.6,6.1,212.0,225.0
2891A,2025-05-13 12:00:00+00:00,3.8,6.2,257.0,252.0
2914C,2025-05-13 12:00:00+00:00,2.2,5.3,204.0,272.0
2916A,2025-05-13 12:00:00+00:00,2.7,5.2,238.0,235.0
2918Y,2025-05-13 12:00:00+00:00,1.0,5.2,324.0,265.0
2926B,2025-05-13 12:00:00+00:00,3.2,6.0,235.0,225.0
2930Y,2025-05-13 12:00:00+00:00,2.5,6.1,219.0,210.0
2945A,2025-05-13 12:00:00+00:00,4.9,7.6,194.0,177.0
2946X,2025-05-13 12:00:00+00:00,1.7,5.6,232.0,222.0
2966D,2025-05-13 12:00:00+00:00,2.5,7.0,217.0,222.0
3013,2025-05-13 12:00:00+00:00,3.0,7.2,253.0,268.0
3021Y,2025-05-13 12:00:00+00:00,3.4,7.8,213.0,222.0
3094B,2025-05-13 12:00:00+00:00,2.2,5.0,170.0,192.0
3099Y,2025-05-13 12:00:00+00:00,1.3,,,
3100B,2025-05-13 12:00:00+00:00,1.8,4.8,251.0,258.0
3103,2025-05-13 12:00:00+00:00,2.0,7.4,140.0,155.0
3104Y,2025-05-13 12:00:00+00:00,0.7,3.0,29.0,25.0
3110C,2025-05-13 12:00:00+00:00,1.2,4.2,169.0,208.0
3111D,2025-05-13 12:00:00+00:00,0.0,,,193.0
3126Y,2025-05-13 12:00:00+00:00,1.0,4.3,314.0,157.0
3129,2025-05-13 12:00:00+00:00,1.5,5.1,190.0,160.0
3129A,2025-05-13 12:00:00+00:00,1.7,4.9,242.0,34.0
3130C,2025-05-13 12:00:00+00:00,1.3,4.2,220.0,200.0
3158D,2025-05-13 12:00:00+00:00,1.8,,137.0,
3168D,2025-05-13 12:00:00+00:00,2.6,6.1,249.0,273.0
3170Y,2025-05-13 12:00:00+00:00,2.9,6.4,257.0,277.0
3182Y,2025-05-13 12:00:00+00:00,2.0,4.8,264.0,237.0
3191E,2025-05-13 12:00:00+00:00,0.6,3.9,221.0,21.0
3194U,2025-05-13 12:00:00+00:00,1.7,5.9,224.0,224.0
3195,2025-05-13 12:00:00+00:00,0.5,4.9,284.0,209.0
3254Y,2025-05-13 12:00:00+00:00,1.6,3.4,23.0,352.0
3260B,2025-05-13 12:00:00+00:00,2.6,6.2,272.0,340.0
3266A,2025-05-13 12:00:00+00:00,2.1,4.4,112.0,84.0
3268C,2025-05-13 12:00:00+00:00,1.3,5.0,176.0,187.0
3298X,2025-05-13 12:00:00+00:00,1.0,3.7,68.0,50.0
3319D,2025-05-13 12:00:00+00:00,4.1,8.6,215.0,227.0
3337U,2025-05-13 12:00:00+00:00,1.9,4.9,180.0,135.0
3343Y,2025-05-13 12:00:00+00:00,1.3,3.8,175.0,182.0
3365A,2025-05-13 12:00:00+00:00,1.5,4.7,233.0,269.0
3386A,2025-05-13 12:00:00+00:00,1.5,5.6,109.0,337.0
3391,2025-05-13 12:00:00+00:00,1.4,4.2,164.0,102.0
3422D,2025-05-13 12:00:00+00:00,2.6,4.7,129.0,145.0
3423I,2025-05-13 12:00:00+00:00,1.2,3.9,190.0,120.0
3434X,2025-05-13 12:00:00+00:00,2.2,4.8,241.0,255.0
3436D,2025-05-13 12:00:00+00:00,2.2,6.2,152.0,140.0
3448X,2025-05-13 12:00:00+00:00,1.5,3.5,245.0,235.0
3455X,2025-05-13 12:00:00+00:00,2.1,5.4,260.0,212.0
3463Y,2025-05-13 12:00:00+00:00,1.7,4.3,274.0,273.0
3469A,2025-05-13 12:00:00+00:00,1.6,3.2,247.0,270.0
3475X,2025-05-13 12:00:00+00:00,1.9,5.5,249.0,217.0
3494U,2025-05-13 12:00:00+00:00,1.7,5.3,219.0,352.0
3503,2025-05-13 12:00:00+00:00,1.6,5.8,254.0,250.0
3504X,2025-05-13 12:00:00+00:00,2.2,6.1,299.0,320.0
3512X,2025-05-13 12:00:00+00:00,2.1,5.3,76.0,105.0
3514B,2025-05-13 12:00:00+00:00,5.1,8.3,239.0,255.0
3516X,2025-05-13 12:00:00+00:00,1.7,6.5,172.0,97.0
3519X,2025-05-13 12:00:00+00:00,1.2,4.0,272.0,340.0
3526X,2025-05-13 12:00:00+00:00,1.9,4.0,256.0,255.0
3531X,2025-05-13 12:00:00+00:00,2.8,6.7,192.0,177.0
3536X,2025-05-13 12:00:00+00:00,3.0,5.4,195.0,155.0
3540X,2025-05-13 12:00:00+00:00,2.4,5.2,250.0,235.0
3547X,2025-05-13 12:00:00+00:00,1.7,4.9,180.0,195.0
3562X,2025-05-13 12:00:00+00:00,1.5,4.1,47.0,232.0
3565X,2025-05-13 12:00:00+00:00,1.8,4.7,298.0,250.0
3576X,2025-05-13 12:00:00+00:00,2.8,5.5,283.0,252.0
4007Y,2025-05-13 12:00:00+00:00,1.5,3.4,267.0,285.0
4051Y,2025-05-13 12:00:00+00:00,1.2,4.7,238.0,302.0
4064Y,2025-05-13 12:00:00+00:00,1.0,4.0,209.0,112.0
4067,2025-05-13 12:00:00+00:00,2.6,5.5,54.0,16.0
4070Y,2025-05-13 12:00:00+00:00,2.2,5.6,231.0,217.0
4089A,2025-05-13 12:00:00+00:00,1.6,4.3,245.0,237.0
4090Y,2025-05-13 12:00:00+00:00,2.2,4.5,118.0,178.0
4091Y,2025-05-13 12:00:00+00:00,1.6,5.0,248.0,72.0
4093Y,2025-05-13 12:00:00+00:00,1.3,4.6,182.0,177.0
4095Y,2025-05-13 12:00:00+00:00,1.6,3.9,101.0,177.0
4096Y,2025-05-13 12:00:00+00:00,1.8,5.5,53.0,35.0
4103X,2025-05-13 12:00:00+00:00,2.2,6.2,155.0,52.0
4121,2025-05-13 12:00:00+00:00,2.4,4.8,83.0,103.0
4138Y,2025-05-13 12:00:00+00:00,3.0,5.7,233.0,242.0
4147X,2025-05-13 12:00:00+00:00,1.3,4.2,66.0,13.0
4148,2025-05-13 12:00:00+00:00,2.2,4.1,167.0,165.0
4195E,2025-05-13 12:00:00+00:00,2.2,4.1,297.0,198.0
4210Y,2025-05-13 12:00:00+00:00,0.8,4.3,104.0,142.0
4220X,2025-05-13 12:00:00+00:00,0.5,4.1,294.0,225.0
4236Y,2025-05-13 12:00:00+00:00,2.3,4.8,237.0,275.0
4244X,2025-05-13 12:00:00+00:00,1.5,5.2,336.0,298.0
4245X,2025-05-13 12:00:00+00:00,0.9,3.9,167.0,137.0
4260,2025-05-13 12:00:00+00:00,0.9,4.3,242.0,300.0
4263X,2025-05-13 12:00:00+00:00,1.6,3.2,218.0,32.0
4267X,2025-05-13 12:00:00+00:00,1.1,5.1,286.0,57.0
4300Y,2025-05-13 12:00:00+00:00,0.7,4.1,340.0,257.0
4325Y,2025-05-13 12:00:00+00:00,2.4,5.8,249.0,312.0
4339X,2025-05-13 12:00:00+00:00,2.0,4.8,217.0,242.0
4340,2025-05-13 12:00:00+00:00,1.3,4.5,257.0,240.0
4347X,2025-05-13 12:00:00+00:00,2.0,6.1,208.0,215.0
4358X,2025-05-13 12:00:00+00:00,1.4,5.0,320.0,273.0
4362X,2025-05-13 12:00:00+00:00,2.2,5.7,243.0,317.0
4386B,2025-05-13 12:00:00+00:00,1.2,4.0,42.0,344.0
4395X,2025-05-13 12:00:00+00:00,2.9,7.5,313.0,290.0
4410X,2025-05-13 12:00:00+00:00,1.8,5.0,281.0,228.0
4411C,2025-05-13 12:00:00+00:00,3.9,6.7,250.0,250.0
4427X,2025-05-13 12:00:00+00:00,3.6,7.9,324.0,335.0
4436Y,2025-05-13 12:00:00+00:00,3.1,6.3,338.0,327.0
4452,2025-05-13 12:00:00+00:00,2.3,,283.0,
4464X,2025-05-13 12:00:00+00:00,1.5,5.1,292.0,267.0
4468X,2025-05-13 12:00:00+00:00,2.5,6.1,279.0,252.0
4478X,2025-05-13 12:00:00+00:00,2.2,4.3,290.0,280.0
4486X,2025-05-13 12:00:00+00:00,2.6,5.6,292.0,265.0
4489X,2025-05-13 12:00:00+00:00,1.6,4.1,223.0,250.0
4492F,2025-05-13 12:00:00+00:00,1.8,6.6,345.0,297.0
4497X,2025-05-13 12:00:00+00:00,3.0,5.8,341.0,282.0
4499X,2025-05-13 12:00:00+00:00,2.1,4.1,319.0,305.0
4501X,2025-05-13 12:00:00+00:00,2.9,5.0,301.0,285.0
4511C,2025-05-13 12:00:00+00:00,5.0,7.9,242.0,256.0
4520X,2025-05-13 12:00:00+00:00,2.6,5.2,311.0,350.0
4527X,2025-05-13 12:00:00+00:00,2.8,5.6,335.0,315.0
4549Y,2025-05-13 12:00:00+00:00,4.1,6.9,233.0,216.0
4554X,2025-05-13 12:00:00+00:00,2.2,6.2,355.0,297.0
4560Y,2025-05-13 12:00:00+00:00,2.1,6.0,343.0,30.0
4589X,2025-05-13 12:00:00+00:00,3.6,7.4,329.0,310.0
4608X,2025-05-13 12:00:00+00:00,2.9,5.9,260.0,240.0
4622X,2025-05-13 12:00:00+00:00,1.8,5.8,317.0,250.0
4642E,2025-05-13 12:00:00+00:00,4.0,7.4,295.0,300.0
5000C,2025-05-13 12:00:00+00:00,3.5,10.5,265.0,225.0
5047E,2025-05-13 12:00:00+00:00,1.9,5.0,114.0,143.0
5051X,2025-05-13 12:00:00+00:00,1.9,5.1,238.0,152.0
5103E,2025-05-13 12:00:00+00:00,1.5,6.3,358.0,13.0
5107D,2025-05-13 12:00:00+00:00,4.7,8.2,95.0,92.0
5112X,2025-05-13 12:00:00+00:00,3.0,6.0,324.0,337.0
5164B,2025-05-13 12:00:00+00:00,1.8,4.3,343.0,295.0
5192,2025-05-13 12:00:00+00:00,2.7,5.2,245.0,251.0
5210X,2025-05-13 12:00:00+00:00,2.0,3.7,327.0,302.0
5246,2025-05-13 12:00:00+00:00,1.1,4.1,205.0,220.0
5270B,2025-05-13 12:00:00+00:00,2.2,4.8,355.0,355.0
5279X,2025-05-13 12:00:00+00:00,1.3,2.7,291.0,2.0
5281X,2025-05-13 12:00:00+00:00,0.7,2.4,303.0,235.0
5298X,2025-05-13 12:00:00+00:00,1.3,3.7,150.0,140.0
5304Y,2025-05-13 12:00:00+00:00,2.5,5.0,317.0,285.0
5341C,2025-05-13 12:00:00+00:00,1.8,3.7,78.0,245.0
5361X,2025-05-13 12:00:00+00:00,1.6,3.9,202.0,200.0
5390Y,2025-05-13 12:00:00+00:00,1.6,4.5,72.0,31.0
5394X,2025-05-13 12:00:00+00:00,0.9,3.4,80.0,95.0
5402,2025-05-13 12:00:00+00:00,1.6,3.6,170.0,210.0
5406X,2025-05-13 12:00:00+00:00,2.3,5.2,289.0,337.0
5412X,2025-05-13 12:00:00+00:00,1.9,6.9,209.0,282.0
5429X,2025-05-13 12:00:00+00:00,1.0,2.2,310.0,2.0
5459X,2025-05-13 12:00:00+00:00,1.0,4.3,157.0,272.0
5470,2025-05-13 12:00:00+00:00,1.4,3.0,7.0,307.0
5473X,2025-05-13 12:00:00+00:00,1.5,5.9,259.0,300.0
5511,2025-05-13 12:00:00+00:00,1.5,3.6,276.0,18.0
5514Z,2025-05-13 12:00:00+00:00,7.3,11.1,182.0,180.0
5515D,2025-05-13 12:00:00+00:00,3.8,,276.0,
5515X,2025-05-13 12:00:00+00:00,1.7,5.8,199.0,150.0
5516D,2025-05-13 12:00:00+00:00,1.4,8.2,329.0,248.0
5530E,2025-05-13 12:00:00+00:00,1.5,5.7,30.0,290.0
5582A,2025-05-13 12:00:00+00:00,1.8,6.0,189.0,194.0
5598X,2025-05-13 12:00:00+00:00,2.3,4.8,259.0,250.0
5612B,2025-05-13 12:00:00+00:00,3.3,7.3,358.0,315.0
5624X,2025-05-13 12:00:00+00:00,3.2,6.5,275.0,267.0
5625X,2025-05-13 12:00:00+00:00,1.6,3.2,346.0,337.0
5641X,2025-05-13 12:00:00+00:00,0.9,5.8,298.0,104.0
5654X,2025-05-13 12:00:00+00:00,1.6,4.5,215.0,320.0
5656,2025-05-13 12:00:00+00:00,2.3,6.0,320.0,312.0
5702X,2025-05-13 12:00:00+00:00,1.9,5.7,263.0,282.0
5704B,2025-05-13 12:00:00+00:00,2.1,5.1,290.0,310.0
5726X,2025-05-13 12:00:00+00:00,1.7,5.3,52.0,37.0
5733X,2025-05-13 12:00:00+00:00,1.2,3.5,110.0,75.0
5769X,2025-05-13 12:00:00+00:00,0.9,2.6,62.0,110.0
5783,2025-05-13 12:00:00+00:00,4.0,6.7,280.0,260.0
5788X,2025-05-13 12:00:00+00:00,2.3,4.5,280.0,265.0
5790Y,2025-05-13 12:00:00+00:00,2.0,3.6,233.0,202.0
5796,2025-05-13 12:00:00+00:00,0.5,4.5,327.0,28.0
5835X,2025-05-13 12:00:00+00:00,2.2,5.0,258.0,292.0
5858X,2025-05-13 12:00:00+00:00,5.4,7.9,244.0,242.0
5860E,2025-05-13 12:00:00+00:00,4.0,6.9,235.0,234.0
5891X,2025-05-13 12:00:00+00:00,2.6,6.7,321.0,310.0
5906X,2025-05-13 12:00:00+00:00,4.5,6.9,275.0,257.0
5911A,2025-05-13 12:00:00+00:00,0.9,6.4,298.0,115.0
5919X,2025-05-13 12:00:00+00:00,3.6,6.7,290.0,245.0
5941X,2025-05-13 12:00:00+00:00,3.0,6.1,278.0,307.0
5950X,2025-05-13 12:00:00+00:00,2.2,6.2,338.0,352.0
5972X,2025-05-13 12:00:00+00:00,5.1,8.5,281.0,253.0
5973,2025-05-13 12:00:00+00:00,5.6,7.8,276.0,280.0
5983X,2025-05-13 12:00:00+00:00,3.6,8.3,319.0,342.0
5995B,2025-05-13 12:00:00+00:00,4.1,8.5,258.0,234.0
5996B,2025-05-13 12:00:00+00:00,8.0,9.8,248.0,245.0
5998X,2025-05-13 12:00:00+00:00,2.4,5.1,300.0,332.0
6000A,2025-05-13 12:00:00+00:00,2.0,3.7,263.0,260.0
6001,2025-05-13 12:00:00+00:00,6.1,9.3,259.0,265.0
6032X,2025-05-13 12:00:00+00:00,3.2,6.6,311.0,322.0
6040X,2025-05-13 12:00:00+00:00,1.4,5.5,359.0,350.0
6042I,2025-05-13 12:00:00+00:00,6.4,10.9,303.0,307.0
6045X,2025-05-13 12:00:00+00:00,2.3,8.1,359.0,47.0
6050X,2025-05-13 12:00:00+00:00,3.0,6.8,337.0,337.0
6056X,2025-05-13 12:00:00+00:00,6.3,10.0,267.0,282.0
6057X,2025-05-13 12:00:00+00:00,6.0,9.6,301.0,312.0
6058I,2025-05-13 12:00:00+00:00,2.7,4.5,83.0,83.0
6069X,2025-05-13 12:00:00+00:00,1.5,4.2,162.0,205.0
6076X,2025-05-13 12:00:00+00:00,2.2,4.4,220.0,232.0
6083X,2025-05-13 12:00:00+00:00,3.1,4.9,256.0,255.0
6084X,2025-05-13 12:00:00+00:00,1.8,6.2,139.0,121.0
6088X,2025-05-13 12:00:00+00:00,2.4,4.9,177.0,175.0
6106X,2025-05-13 12:00:00+00:00,0.8,4.1,296.0,45.0
6127X,2025-05-13 12:00:00+00:00,1.7,3.9,300.0,255.0
6155A,2025-05-13 12:00:00+00:00,4.4,6.7,130.0,120.0
6156X,2025-05-13 12:00:00+00:00,3.8,7.2,97.0,103.0
6172O,2025-05-13 12:00:00+00:00,2.0,5.5,90.0,85.0
6172X,2025-05-13 12:00:00+00:00,2.3,5.9,159.0,157.0
6199X,2025-05-13 12:00:00+00:00,4.4,7.2,153.0,150.0
6201X,2025-05-13 12:00:00+00:00,3.7,6.9,163.0,145.0
6205X,2025-05-13 12:00:00+00:00,3.5,4.1,151.0,147.0
6213X,2025-05-13 12:00:00+00:00,1.5,3.8,169.0,205.0
6248D,2025-05-13 12:00:00+00:00,3.8,8.1,209.0,194.0
6267X,2025-05-13 12:00:00+00:00,2.8,5.5,236.0,225.0
6268Y,2025-05-13 12:00:00+00:00,2.1,4.6,222.0,232.0
6272X,2025-05-13 12:00:00+00:00,2.3,7.1,171.0,107.0
6277B,2025-05-13 12:00:00+00:00,1.5,3.4,203.0,231.0
6293X,2025-05-13 12:00:00+00:00,2.8,4.6,247.0,241.0
6299I,2025-05-13 12:00:00+00:00,5.4,8.6,176.0,181.0
6302A,2025-05-13 12:00:00+00:00,3.7,8.1,66.0,57.0
6307C,2025-05-13 12:00:00+00:00,4.0,7.6,193.0,178.0
6307X,2025-05-13 12:00:00+00:00,4.8,9.2,319.0,327.0
6312E,2025-05-13 12:00:00+00:00,5.0,7.9,81.0,64.0
6325O,2025-05-13 12:00:00+00:00,3.7,7.2,160.0,180.0
6329X,2025-05-13 12:00:00+00:00,3.6,8.2,99.0,115.0
6332Y,2025-05-13 12:00:00+00:00,2.0,4.7,180.0,75.0
6335O,2025-05-13 12:00:00+00:00,3.5,8.2,101.0,118.0
6340X,2025-05-13 12:00:00+00:00,3.3,,,
6364X,2025-05-13 12:00:00+00:00,2.5,5.6,116.0,130.0
6375X,2025-05-13 12:00:00+00:00,1.8,5.3,310.0,327.0
7002Y,2025-05-13 12:00:00+00:00,2.9,6.1,118.0,147.0
7007Y,2025-05-13 12:00:00+00:00,6.0,8.3,144.0,155.0
7012C,2025-05-13 12:00:00+00:00,1.4,4.5,179.0,234.0
7012D,2025-05-13 12:00:00+00:00,3.4,7.0,121.0,123.0
7019X,2025-05-13 12:00:00+00:00,3.9,5.9,117.0,130.0
7026X,2025-05-13 12:00:00+00:00,3.2,7.2,191.0,207.0
7031X,2025-05-13 12:00:00+00:00,5.3,7.2,130.0,150.0
7096B,2025-05-13 12:00:00+00:00,1.9,4.8,280.0,270.0
7119B,2025-05-13 12:00:00+00:00,1.8,4.8,96.0,157.0
7121A,2025-05-13 12:00:00+00:00,1.6,3.5,79.0,150.0
7138B,2025-05-13 12:00:00+00:00,2.7,8.6,72.0,170.0
7145D,2025-05-13 12:00:00+00:00,3.6,7.9,143.0,146.0
7172X,2025-05-13 12:00:00+00:00,1.4,5.7,91.0,97.0
7178I,2025-05-13 12:00:00+00:00,2.1,4.6,143.0,110.0
7203A,2025-05-13 12:00:00+00:00,3.6,6.3,163.0,175.0
7209,2025-05-13 12:00:00+00:00,0.8,4.1,101.0,50.0
7227X,2025-05-13 12:00:00+00:00,1.9,4.0,264.0,207.0
7237E,2025-05-13 12:00:00+00:00,3.5,7.4,159.0,157.0
7244X,2025-05-13 12:00:00+00:00,3.7,7.6,71.0,50.0
7247X,2025-05-13 12:00:00+00:00,2.9,8.4,124.0,85.0
7261X,2025-05-13 12:00:00+00:00,3.8,8.3,104.0,87.0
7275C,2025-05-13 12:00:00+00:00,3.1,8.2,159.0,140.0
8008Y,2025-05-13 12:00:00+00:00,6.3,10.1,165.0,162.0
8019,2025-05-13 12:00:00+00:00,5.8,8.2,70.0,100.0
8025,2025-05-13 12:00:00+00:00,4.1,6.5,143.0,138.0
8036Y,2025-05-13 12:00:00+00:00,3.7,7.4,132.0,125.0
8050X,2025-05-13 12:00:00+00:00,3.2,5.9,63.0,72.0
8057C,2025-05-13 12:00:00+00:00,3.0,7.9,52.0,42.0
8058Y,2025-05-13 12:00:00+00:00,2.8,6.0,44.0,50.0
